GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "01000","Alabama",5,SAINC70,21,"..."," Net change in benefit entitlements 4/","Thousands of dollars",1988412,1854775,2065501,2494905,2451089,2283119,2225280,2093179,2087601,2439215,2319957,2409481,2240188,1919621,1747362,1808571,1732237,1636860,1509667,1504024,1507731,1677214
 "01000","Alabama",5,SAINC70,22,"...","Cash flow ","Thousands of dollars",959432,683142,654139,821490,715887,534712,472494,488960,388355,124488,-36707,-125218,-275318,-299441,-318663,-386099,-542620,-368428,-417189,-634456,-457653,-389716
 "01000","Alabama",5,SAINC70,23,"..."," Actual employer and household contributions ","Thousands of dollars",734945,824423,856424,931811,910003,984186,1175775,1452919,1674261,1719286,1689746,1672883,1673464,1786928,1887887,2005181,2032881,2135027,2117280,2122923,2243548,2332298
 "01000","Alabama",5,SAINC70,24,"..."," Monetary income receipts on assets ","Thousands of dollars",1496851,1215446,1236263,1405449,1426623,1274791,1302334,1338531,1152977,938519,978195,1088629,1106316,1100196,1163915,1175491,1104867,1239075,1262828,1131829,1306478,1392010
 "01000","Alabama",5,SAINC70,25,"..."," Less: Benefit payments and withdrawals ","Thousands of dollars",1250993,1331387,1406900,1483462,1587465,1689635,1960435,2255189,2399913,2500450,2670954,2851162,3020016,3151898,3337403,3528540,3639281,3698194,3750173,3836583,3945640,4048905
 "01000","Alabama",5,SAINC70,26,"..."," Less: Administrative expenses ","Thousands of dollars",21371,25340,31648,32308,33274,34630,45180,47301,38970,32867,33694,35568,35082,34667,33062,38231,41087,44336,47124,52625,62039,65119
 "01000","Alabama",5,SAINC70,27,"...","Employers' normal cost ","Thousands of dollars",973759,1013663,1060023,1099649,1220785,1244098,1315563,1427249,1563226,1630172,1766348,1712919,1488084,1628337,1668770,1815686,1858590,1680472,1599181,1580733,1590999,1617938
 "01000","Alabama",5,SAINC70,28,"...","Interest accrued on benefit entitlements ","Thousands of dollars",1898518,2039813,2155837,2279676,2315618,2427378,2597972,2779633,2959193,3133793,3100103,3191921,3238602,2846301,2873865,2968551,3047047,3134308,3233040,3328151,3414952,3521426
 "01000","Alabama",5,SAINC70,29,"...","Benefit entitlements ","Thousands of dollars",33947102,35881680,37957262,40002523,44129965,47314424,50684268,53937406,57127527,59105427,64084912,65167948,64453460,72296798,74679994,76671881,78970773,81507509,83929203,86139843,88833100,90769829
 "01000","Alabama",5,SAINC70,30,"...","Pension plan assets ","Thousands of dollars",24995057,23737409,21089310,25098453,25953328,27638154,31601002,32006220,24331690,28496545,27683600,26462481,31736424,34974996,35318022,35952623,38064743,40924091,37989011,42421864,41438092,41772946
 "01000","Alabama",5,SAINC70,31,"...","Plans' claims on employers ","Thousands of dollars",8952045,12144271,16867952,14904070,18176637,19676270,19083266,21931186,32795837,30608882,36401312,38705467,32717036,37321802,39361972,40719258,40906030,40583418,45940192,43717979,47395008,48996883
 "01000","Alabama",5,SAINC70,32,"...","Funded ratio 5/","Ratio",73.6,66.2,55.6,62.7,58.8,58.4,62.3,59.3,42.6,48.2,43.2,40.6,49.2,48.4,47.3,46.9,48.2,50.2,45.3,49.2,46.6,46.0
"Note: See the included footnote file."
"SAINC70: Transactions of State and Local Government Defined Benefit Pension Plans "
"Last updated: September 30, 2022-- new statistics for 2021; revised statistics for 2017-2020."
"U.S. Bureau of Economic Analysis"
