GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "49000","Utah",7,SAINC70,20,"..."," Benefit payments and withdrawals ","Thousands of dollars",391787,429477,473025,518581,560425,603413,661780,751835,838014,909519,999516,1052349,1111216,1198335,1295615,1394674,1473314,1560641,1641582,1726943,1796436,1864630
 "49000","Utah",7,SAINC70,21,"..."," Net change in benefit entitlements 4/","Thousands of dollars",1052866,1074373,1163626,1430700,1483715,1388587,1348700,1266591,1143448,1462559,1517649,1376116,1377510,1492988,1350276,1219603,1194676,1275704,1239205,1364004,1177098,1330001
 "49000","Utah",7,SAINC70,22,"...","Cash flow ","Thousands of dollars",550368,403995,340789,421817,423294,434874,413637,431837,360449,222750,149566,106465,117947,160208,187345,171396,98620,224836,319875,256329,210869,345344
 "49000","Utah",7,SAINC70,23,"..."," Actual employer and household contributions ","Thousands of dollars",419433,413510,385133,435775,432079,488215,539145,596758,645481,669870,701461,735232,770255,847027,940224,1031560,1064553,1144204,1149836,1123050,1200499,1266136
 "49000","Utah",7,SAINC70,24,"..."," Monetary income receipts on assets ","Thousands of dollars",549914,454486,468455,550759,606936,607283,608351,673000,617738,508292,496730,474502,504788,559884,592549,585196,561966,699644,878679,934867,894236,1041822
 "49000","Utah",7,SAINC70,25,"..."," Less: Benefit payments and withdrawals ","Thousands of dollars",391787,429477,473025,518581,560425,603413,661780,751835,838014,909519,999516,1052349,1111216,1198335,1295615,1394674,1473314,1560641,1641582,1726943,1796436,1864630
 "49000","Utah",7,SAINC70,26,"..."," Less: Administrative expenses ","Thousands of dollars",27192,34524,39774,46136,55296,57211,72079,86086,64756,45893,49109,50920,45880,48368,49813,50686,54585,58371,67058,74645,87430,97984
 "49000","Utah",7,SAINC70,27,"...","Employers' normal cost ","Thousands of dollars",708970,748897,763376,783173,865690,877181,921097,997934,1064867,1120632,1223284,1150631,1084485,1268916,1244853,1212718,1252610,1256442,1204331,1216991,1248721,1297808
 "49000","Utah",7,SAINC70,28,"...","Interest accrued on benefit entitlements ","Thousands of dollars",1019595,1112191,1188895,1261763,1286167,1351515,1422115,1494181,1594943,1717199,1742303,1796309,1835902,1692957,1750782,1825194,1881701,1943287,2011936,2085902,2171481,2264582
 "49000","Utah",7,SAINC70,29,"...","Benefit entitlements ","Thousands of dollars",18362999,19656262,20883602,22075120,24419317,25707632,27024343,28867723,31099782,32978759,35853446,36711804,38015603,43774686,45699307,47130834,48712504,50496300,52384610,54541519,56877351,58621548
 "49000","Utah",7,SAINC70,30,"...","Pension plan assets ","Thousands of dollars",13911765,13448032,11163581,13427791,15879534,17739234,21486893,24145073,18246042,19732820,20764323,19512445,21722940,24570193,26335369,26851058,27727291,31490013,29683907,34615611,36403578,39509495
 "49000","Utah",7,SAINC70,31,"...","Plans' claims on employers ","Thousands of dollars",4451234,6208230,9720021,8647329,8539783,7968398,5537450,4722650,12853740,13245939,15089123,17199359,16292663,19204493,19363938,20279776,20985213,19006287,22700703,19925908,20473773,19112053
 "49000","Utah",7,SAINC70,32,"...","Funded ratio 5/","Ratio",75.8,68.4,53.5,60.8,65.0,69.0,79.5,83.6,58.7,59.8,57.9,53.2,57.1,56.1,57.6,57.0,56.9,62.4,56.7,63.5,64.0,67.4
"Note: See the included footnote file."
"SAINC70: Transactions of State and Local Government Defined Benefit Pension Plans "
"Last updated: September 30, 2022-- new statistics for 2021; revised statistics for 2017-2020."
"U.S. Bureau of Economic Analysis"
