GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "13000","Georgia",5,SAINC70,14,"...","  Dividends ","Thousands of dollars",544787,572480,461930,411768,513514,718297,758749,752172,774191,740757,787450,921746,1035852,1133624,1160059,1108324,1160895,1323014,1333653,1424800,1651310,1832845
 "13000","Georgia",5,SAINC70,15,"...","Current expenditures, accrual basis ","Thousands of dollars",10492870,10480739,10250769,12014139,12405341,12476589,13257468,14172690,14073376,15310268,14548134,14518918,15475793,16032480,16278140,16913423,17362604,18457654,18494107,19875147,20398507,21154728
 "13000","Georgia",5,SAINC70,16,"..."," Administrative expenses ","Thousands of dollars",80450,108738,131322,121986,124394,119099,147638,175927,118575,85652,98172,104107,106908,110718,113374,114871,125564,138598,142647,153685,186944,217583
 "13000","Georgia",5,SAINC70,17,"..."," Imputed income payments on assets to persons ","Thousands of dollars",3670081,3500102,3304870,4094544,4125965,4241734,4640273,4973447,4895117,5594780,5184024,5224130,5704313,5643349,5744016,6015470,6221266,6736799,6664658,7354878,7578346,7900101
 "13000","Georgia",5,SAINC70,18,"...","  Interest ","Thousands of dollars",3125294,2927622,2842940,3682776,3612451,3523437,3881524,4221275,4120926,4854023,4396574,4302384,4668461,4509725,4583957,4907146,5060371,5413785,5331005,5930078,5927036,6067256
 "13000","Georgia",5,SAINC70,19,"...","  Dividends ","Thousands of dollars",544787,572480,461930,411768,513514,718297,758749,752172,774191,740757,787450,921746,1035852,1133624,1160059,1108324,1160895,1323014,1333653,1424800,1651310,1832845
 "13000","Georgia",5,SAINC70,20,"..."," Benefit payments and withdrawals ","Thousands of dollars",1883096,2160301,2386683,2653826,2898185,3109792,3464506,4155666,4476388,4583414,5000841,5320042,5671305,6052752,6428489,6746847,7005101,7378839,7684171,7978001,8099869,8205576
 "13000","Georgia",5,SAINC70,21,"..."," Net change in benefit entitlements 4/","Thousands of dollars",4859243,4711598,4427894,5143783,5256797,5005964,5005051,4867650,4583296,5046422,4265097,3870639,3993267,4225661,3992261,4036235,4010673,4203418,4002631,4388583,4533348,4831468
 "13000","Georgia",5,SAINC70,22,"...","Cash flow ","Thousands of dollars",2271420,1651765,1250027,1283181,1081407,924922,917882,662843,250146,-311922,-901283,-1085025,-1125420,-1164650,-1099896,-999745,-1090762,-595444,-358705,-283073,63594,952139
 "13000","Georgia",5,SAINC70,23,"..."," Actual employer and household contributions ","Thousands of dollars",1747065,1681049,1655749,1906669,1785313,1842635,2033347,2216589,2301148,2315148,2319017,2478611,2701246,2916745,3115351,3415532,3670283,4214147,4706836,4906942,4937806,5521304
 "13000","Georgia",5,SAINC70,24,"..."," Monetary income receipts on assets ","Thousands of dollars",2487901,2239755,2112283,2152324,2318673,2311178,2496679,2777847,2543961,2041996,1878713,1860513,1951547,2082075,2326616,2446441,2369620,2707846,2761277,2941671,3412601,3853994
 "13000","Georgia",5,SAINC70,25,"..."," Less: Benefit payments and withdrawals ","Thousands of dollars",1883096,2160301,2386683,2653826,2898185,3109792,3464506,4155666,4476388,4583414,5000841,5320042,5671305,6052752,6428489,6746847,7005101,7378839,7684171,7978001,8099869,8205576
 "13000","Georgia",5,SAINC70,26,"..."," Less: Administrative expenses ","Thousands of dollars",80450,108738,131322,121986,124394,119099,147638,175927,118575,85652,98172,104107,106908,110718,113374,114871,125564,138598,142647,153685,186944,217583
 "13000","Georgia",5,SAINC70,27,"...","Employers' normal cost ","Thousands of dollars",2598721,2861242,2961152,3128169,3454336,3282333,3202558,3384179,3468833,3359715,3391859,3221733,3178827,3825674,3848776,3898094,3865104,3872726,4042951,4012357,4034691,4100421
 "13000","Georgia",5,SAINC70,28,"...","Interest accrued on benefit entitlements ","Thousands of dollars",4260687,4632289,4836329,5153938,5306998,5611666,5932232,6275861,6666550,6905175,6802897,7089699,7292020,6715397,6964624,7274815,7496176,7770293,8070576,8358964,8690416,9067927
 "13000","Georgia",5,SAINC70,29,"...","Benefit entitlements ","Thousands of dollars",76609218,80053530,85383764,91256636,101653473,107678855,114158738,121363642,125819073,129823628,142462262,146685700,152003456,174982681,182850601,188498653,195511423,203082350,210442454,218767728,228217575,234516388
 "13000","Georgia",5,SAINC70,30,"...","Pension plan assets ","Thousands of dollars",55603516,60176995,53013553,63073248,66552319,68704237,74238751,78615205,61223042,70405469,75189911,71630134,79555206,89547688,93624959,92207605,94787847,105498021,100112221,114623973,127064721,145365003
 "13000","Georgia",5,SAINC70,31,"...","Plans' claims on employers ","Thousands of dollars",21005702,19876535,32370211,28183388,35101154,38974618,39919987,42748437,64596031,59418159,67272351,75055566,72448250,85434993,89225642,96291048,100723576,97584329,110330233,104143755,101152854,89151385
 "13000","Georgia",5,SAINC70,32,"...","Funded ratio 5/","Ratio",72.6,75.2,62.1,69.1,65.5,63.8,65.0,64.8,48.7,54.2,52.8,48.8,52.3,51.2,51.2,48.9,48.5,51.9,47.6,52.4,55.7,62.0
"Note: See the included footnote file."
"SAINC70: Transactions of State and Local Government Defined Benefit Pension Plans "
"Last updated: September 30, 2022-- new statistics for 2021; revised statistics for 2017-2020."
"U.S. Bureau of Economic Analysis"
